pulse_num,min_interval_ns,max_interval_ns,max_torelance_error_ns,consider_amp,max_amp_diff_ratio,max_amp_torelance_error,outdoor_wall_distance_m,outdoor_wall_reflectivity,spoofer_frequency_mhz,spoofer_pulse_width_ns,noise_ratio,ASR,Lost Point Rate
2,250,450,20,true,0.4,0.1,50.0,0.8,6.0,5,0.06,0.5876116071428572,0.5004650297619048
2,250,450,20,true,0.4,0.1,50.0,0.8,6.0,5,0.08,0.6578311011904762,0.5560825892857143
2,250,450,20,true,0.4,0.1,50.0,0.8,6.0,5,0.1,0.71484375,0.6129092261904762
2,250,450,20,true,0.4,0.1,50.0,0.8,8.0,5,0.0,0.1833147321428571,0.09663318452380953
2,250,450,20,true,0.4,0.1,50.0,0.8,8.0,5,0.02,0.2868303571428571,0.17578125
2,250,450,20,true,0.4,0.1,50.0,0.8,8.0,5,0.04,0.49311755952380953,0.35667782738095233
2,250,450,20,true,0.4,0.1,50.0,0.8,8.0,5,0.06,0.5988653273809523,0.4617745535714286
2,250,450,20,true,0.4,0.1,50.0,0.8,8.0,5,0.08,0.6826636904761905,0.5289248511904762
2,250,450,20,true,0.4,0.1,50.0,0.8,8.0,5,0.1,0.7300967261904762,0.5654761904761905
2,250,450,20,true,0.4,0.1,50.0,0.8,10.0,5,0.0,0.20712425595238093,0.0890066964285714
2,250,450,20,true,0.4,0.1,50.0,0.8,10.0,5,0.02,0.31519717261904767,0.1671316964285714
2,250,450,20,true,0.4,0.1,50.0,0.8,10.0,5,0.04,0.5079985119047619,0.33389136904761907
2,250,450,20,true,0.4,0.1,50.0,0.8,10.0,5,0.06,0.6278831845238095,0.44596354166666663
2,250,450,20,true,0.4,0.1,50.0,0.8,10.0,5,0.08,0.7044270833333333,0.5013950892857143
2,250,450,20,true,0.4,0.1,50.0,0.8,10.0,5,0.1,0.7499069940476191,0.5398995535714286
2,250,450,20,true,0.4,0.1,50.0,0.8,12.0,5,0.0,0.30766369047619047,0.19010416666666663
2,250,450,20,true,0.4,0.1,50.0,0.8,12.0,5,0.02,0.4154575892857143,0.24879092261904767
2,250,450,20,true,0.4,0.1,50.0,0.8,12.0,5,0.04,0.5755208333333333,0.3883928571428571
2,250,450,20,true,0.4,0.1,50.0,0.8,12.0,5,0.06,0.6785714285714286,0.46865699404761907
2,250,450,20,true,0.4,0.1,50.0,0.8,12.0,5,0.08,0.7504650297619048,0.5030691964285714
2,250,450,20,true,0.4,0.1,50.0,0.8,12.0,5,0.1,0.7781808035714286,0.5179501488095238
2,250,450,20,true,0.4,0.1,50.0,0.8,14.0,5,0.0,0.3582589285714286,0.21865699404761907
2,250,450,20,true,0.4,0.1,50.0,0.8,14.0,5,0.02,0.4693080357142857,0.27334449404761907
2,250,450,20,true,0.4,0.1,50.0,0.8,14.0,5,0.04,0.6307663690476191,0.39667038690476186
2,250,450,20,true,0.4,0.1,50.0,0.8,14.0,5,0.06,0.7179129464285714,0.45386904761904767
2,250,450,20,true,0.4,0.1,50.0,0.8,14.0,5,0.08,0.7815290178571428,0.49311755952380953
2,250,450,20,true,0.4,0.1,50.0,0.8,14.0,5,0.1,0.8083147321428572,0.48372395833333337
2,250,450,20,true,0.4,0.1,50.0,0.8,16.0,5,0.0,0.41080729166666663,0.2508370535714286
2,250,450,20,true,0.4,0.1,50.0,0.8,16.0,5,0.02,0.5130208333333333,0.28720238095238093
2,250,450,20,true,0.4,0.1,50.0,0.8,16.0,5,0.04,0.6594122023809523,0.40141369047619047
2,250,450,20,true,0.4,0.1,50.0,0.8,16.0,5,0.06,0.7433035714285714,0.4514508928571429
2,250,450,20,true,0.4,0.1,50.0,0.8,16.0,5,0.08,0.8001302083333334,0.46884300595238093
2,250,450,20,true,0.4,0.1,50.0,0.8,16.0,5,0.1,0.8321242559523809,0.47702752976190477
2,250,450,20,true,0.4,0.1,50.0,0.8,18.0,5,0.0,0.43591889880952384,0.2686941964285714
2,250,450,20,true,0.4,0.1,50.0,0.8,18.0,5,0.02,0.5554315476190477,0.3038504464285714
2,250,450,20,true,0.4,0.1,50.0,0.8,18.0,5,0.04,0.6832217261904762,0.39741443452380953
2,250,450,20,true,0.4,0.1,50.0,0.8,18.0,5,0.06,0.7702752976190477,0.44568452380952384
2,250,450,20,true,0.4,0.1,50.0,0.8,18.0,5,0.08,0.8182663690476191,0.44159226190476186
2,250,450,20,true,0.4,0.1,50.0,0.8,18.0,5,0.1,0.8459821428571428,0.44680059523809523
2,250,450,20,true,0.4,0.1,50.0,0.8,20.0,5,0.0,0.37565104166666663,0.16080729166666663
2,250,450,20,true,0.4,0.1,50.0,0.8,20.0,5,0.02,0.5038132440476191,0.20275297619047616
2,250,450,20,true,0.4,0.1,50.0,0.8,20.0,5,0.04,0.6564360119047619,0.31408110119047616
2,250,450,20,true,0.4,0.1,50.0,0.8,20.0,5,0.06,0.7465587797619048,0.36328125
2,250,450,20,true,0.4,0.1,50.0,0.8,20.0,5,0.08,0.7995721726190477,0.388671875
2,250,450,20,true,0.4,0.1,50.0,0.8,20.0,5,0.1,0.8323102678571428,0.3755580357142857
2,250,450,20,true,0.4,0.1,50.0,0.8,22.0,5,0.0,0.5003720238095238,0.30171130952380953
2,250,450,20,true,0.4,0.1,50.0,0.8,22.0,5,0.02,0.6288132440476191,0.3272879464285714
2,250,450,20,true,0.4,0.1,50.0,0.8,22.0,5,0.04,0.7515811011904762,0.38709077380952384
2,250,450,20,true,0.4,0.1,50.0,0.8,22.0,5,0.06,0.8131510416666666,0.41555059523809523
2,250,450,20,true,0.4,0.1,50.0,0.8,22.0,5,0.08,0.8545386904761905,0.4084821428571429
2,250,450,20,true,0.4,0.1,50.0,0.8,22.0,5,0.1,0.8826264880952381,0.4020647321428571
2,250,450,20,true,0.4,0.1,50.0,0.8,24.0,5,0.0,0.5463169642857143,0.3270089285714286
2,250,450,20,true,0.4,0.1,50.0,0.8,24.0,5,0.02,0.6720610119047619,0.33444940476190477
2,250,450,20,true,0.4,0.1,50.0,0.8,24.0,5,0.04,0.771484375,0.37927827380952384
2,250,450,20,true,0.4,0.1,50.0,0.8,24.0,5,0.06,0.8310081845238095,0.40327380952380953
2,250,450,20,true,0.4,0.1,50.0,0.8,24.0,5,0.08,0.8716517857142857,0.41006324404761907
2,250,450,20,true,0.4,0.1,50.0,0.8,24.0,5,0.1,0.8861607142857143,0.37881324404761907
2,250,450,20,true,0.4,0.1,50.0,0.8,26.0,5,0.0,0.8804873511904762,0.7933407738095238
2,250,450,20,true,0.4,0.1,50.0,0.8,26.0,5,0.02,0.9842819940476191,0.7036830357142857
2,250,450,20,true,0.4,0.1,50.0,0.8,26.0,5,0.04,0.9855840773809523,0.6485305059523809
2,250,450,20,true,0.4,0.1,50.0,0.8,26.0,5,0.06,0.9715401785714286,0.5679873511904762
2,250,450,20,true,0.4,0.1,50.0,0.8,26.0,5,0.08,0.9507998511904762,0.5189732142857143
2,250,450,20,true,0.4,0.1,50.0,0.8,26.0,5,0.1,0.9380580357142857,0.45331101190476186
2,250,450,20,true,0.4,0.1,50.0,0.8,28.0,5,0.0,0.5875186011904762,0.38857886904761907
2,250,450,20,true,0.4,0.1,50.0,0.8,28.0,5,0.02,0.7102864583333333,0.38206845238095233
2,250,450,20,true,0.4,0.1,50.0,0.8,28.0,5,0.04,0.8006882440476191,0.41164434523809523
2,250,450,20,true,0.4,0.1,50.0,0.8,28.0,5,0.06,0.8637462797619048,0.4280133928571429
2,250,450,20,true,0.4,0.1,50.0,0.8,28.0,5,0.08,0.8919270833333334,0.40978422619047616
2,250,450,20,true,0.4,0.1,50.0,0.8,28.0,5,0.1,0.90625,0.3783482142857143
2,250,450,20,true,0.4,0.1,50.0,0.8,30.0,5,0.0,0.6173735119047619,0.4093191964285714
2,250,450,20,true,0.4,0.1,50.0,0.8,30.0,5,0.02,0.7357700892857143,0.3967633928571429
2,250,450,20,true,0.4,0.1,50.0,0.8,30.0,5,0.04,0.8218936011904762,0.41973586309523814
2,250,450,20,true,0.4,0.1,50.0,0.8,30.0,5,0.06,0.8635602678571428,0.4294084821428571
2,250,450,20,true,0.4,0.1,50.0,0.8,30.0,5,0.08,0.8960193452380952,0.40755208333333337
2,250,450,20,true,0.4,0.1,50.0,0.8,30.0,5,0.1,0.9134114583333334,0.37434895833333337
